identifier_0,identifier_1,sentence_0,sentence_1,dexms_0,dexms_1,score
org.eclipse.californium.core.CoapClient,org.eclipse.paho.client.mqttv3.MqttClient,The Class CoapClient.,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,client,client,0.23255300521850586
org.eclipse.californium.core.CoapClient,org.restlet.Client,The Class CoapClient.,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,client,client,0.3648774027824402
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,client,0.10756778717041016
org.eclipse.californium.core.CoapClient,org.java_websocket.client.WebSocketClient,The Class CoapClient.,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,0.2816750705242157
org.eclipse.californium.core.CoapClient,org.eclipse.californium.core.CoapServer,The Class CoapClient.,An execution environment for CoAP Resources.,client,server,0.5314919948577881
org.eclipse.californium.core.CoapClient,org.eclipse.californium.core.CoapServer,The Class CoapClient.,An execution environment for CoAP Resources.,client,server,0.5314919948577881
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,server,0.10756778717041016
org.eclipse.californium.core.CoapClient,org.eclipse.jetty.server.Server,The Class CoapClient.,,client,server,0.10756778717041016
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,server,0.10756778717041016
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,server,0.10756778717041016
org.eclipse.californium.core.CoapClient,org.restlet.Server,The Class CoapClient.,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.3458717465400696
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,server,0.10756778717041016
org.eclipse.californium.core.CoapClient,org.java_websocket.server.WebSocketServer,The Class CoapClient.,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.30781668424606323
org.eclipse.californium.core.CoapClient,org.eclipse.californium.core.coap.Request,The Class CoapClient.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.3896041512489319
org.eclipse.californium.core.CoapClient,org.eclipse.californium.core.coap.Request,The Class CoapClient.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.3896041512489319
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,send,0.10756778717041016
org.eclipse.californium.core.CoapClient,org.apache.http.client.methods.HttpPost,The Class CoapClient.,HTTP POST method.,client,send,0.20725473761558533
org.eclipse.californium.core.CoapClient,org.eclipse.paho.client.mqttv3.MqttMessage,The Class CoapClient.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.11363864690065384
org.eclipse.californium.core.CoapClient,org.eclipse.paho.client.mqttv3.MqttMessage,The Class CoapClient.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.11363864690065384
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,send,0.10756778717041016
org.eclipse.californium.core.CoapClient,javax.xml.soap.SOAPMessage,The Class CoapClient.,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.29328566789627075
org.eclipse.californium.core.CoapClient,,The Class CoapClient.,,client,send,0.10756778717041016
,,,,client,client,1.0
,org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,client,client,0.03567732870578766
,org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,client,client,0.03567732870578766
,org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,client,client,0.027802027761936188
,,,,client,client,1.0
,org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,-0.00044642388820648193
,org.eclipse.californium.core.CoapServer,,An execution environment for CoAP Resources.,client,server,0.04207691177725792
,org.eclipse.californium.core.CoapServer,,An execution environment for CoAP Resources.,client,server,0.04207691177725792
,,,,client,server,1.0
,org.eclipse.jetty.server.Server,,,client,server,1.0
,,,,client,server,1.0
,,,,client,server,1.0
,org.restlet.Server,,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.010909294709563255
,,,,client,server,1.0
,org.java_websocket.server.WebSocketServer,,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.00019681453704833984
,org.eclipse.californium.core.coap.Request,,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.07490906864404678
,org.eclipse.californium.core.coap.Request,,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.07490906864404678
,,,,client,send,1.0
,org.apache.http.client.methods.HttpPost,,HTTP POST method.,client,send,0.09584734588861465
,org.eclipse.paho.client.mqttv3.MqttMessage,,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.05495014041662216
,org.eclipse.paho.client.mqttv3.MqttMessage,,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.05495014041662216
,,,,client,send,1.0
,javax.xml.soap.SOAPMessage,,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.07493661344051361
,,,,client,send,1.0
,org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,client,client,0.03567732870578766
,org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,client,client,0.03567732870578766
,org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,client,client,0.027802027761936188
,,,,client,client,1.0
,org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,-0.00044642388820648193
,org.eclipse.californium.core.CoapServer,,An execution environment for CoAP Resources.,client,server,0.04207691177725792
,org.eclipse.californium.core.CoapServer,,An execution environment for CoAP Resources.,client,server,0.04207691177725792
,,,,client,server,1.0
,org.eclipse.jetty.server.Server,,,client,server,1.0
,,,,client,server,1.0
,,,,client,server,1.0
,org.restlet.Server,,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.010909294709563255
,,,,client,server,1.0
,org.java_websocket.server.WebSocketServer,,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.00019681453704833984
,org.eclipse.californium.core.coap.Request,,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.07490906864404678
,org.eclipse.californium.core.coap.Request,,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.07490906864404678
,,,,client,send,1.0
,org.apache.http.client.methods.HttpPost,,HTTP POST method.,client,send,0.09584734588861465
,org.eclipse.paho.client.mqttv3.MqttMessage,,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.05495014041662216
,org.eclipse.paho.client.mqttv3.MqttMessage,,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.05495014041662216
,,,,client,send,1.0
,javax.xml.soap.SOAPMessage,,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.07493661344051361
,,,,client,send,1.0
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.paho.client.mqttv3.MqttClient,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,client,client,1.0
org.eclipse.paho.client.mqttv3.MqttClient,org.restlet.Client,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,client,client,0.24946103990077972
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,client,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.java_websocket.client.WebSocketClient,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,0.29919737577438354
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.CoapServer,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,An execution environment for CoAP Resources.,client,server,0.2954654395580292
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.CoapServer,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,An execution environment for CoAP Resources.,client,server,0.2954654395580292
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.jetty.server.Server,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.restlet.Server,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.22361993789672852
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.java_websocket.server.WebSocketServer,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.38177967071533203
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.coap.Request,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.20313553512096405
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.coap.Request,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.20313553512096405
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,send,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.apache.http.client.methods.HttpPost,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,HTTP POST method.,client,send,0.23731276392936707
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.paho.client.mqttv3.MqttMessage,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.5189396142959595
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.paho.client.mqttv3.MqttMessage,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.5189396142959595
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,send,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,javax.xml.soap.SOAPMessage,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.19347766041755676
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,send,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.restlet.Client,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,client,client,0.24946103990077972
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,client,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.java_websocket.client.WebSocketClient,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,0.29919737577438354
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.CoapServer,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,An execution environment for CoAP Resources.,client,server,0.2954654395580292
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.CoapServer,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,An execution environment for CoAP Resources.,client,server,0.2954654395580292
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.jetty.server.Server,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.restlet.Server,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.22361993789672852
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,server,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.java_websocket.server.WebSocketServer,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.38177967071533203
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.coap.Request,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.20313553512096405
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.californium.core.coap.Request,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.20313553512096405
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,send,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,org.apache.http.client.methods.HttpPost,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,HTTP POST method.,client,send,0.23731276392936707
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.paho.client.mqttv3.MqttMessage,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.5189396142959595
org.eclipse.paho.client.mqttv3.MqttClient,org.eclipse.paho.client.mqttv3.MqttMessage,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.5189396142959595
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,send,0.03567732870578766
org.eclipse.paho.client.mqttv3.MqttClient,javax.xml.soap.SOAPMessage,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.19347766041755676
org.eclipse.paho.client.mqttv3.MqttClient,,Lightweight client for talking to an MQTT server using methods that block until an operation completes.,,client,send,0.03567732870578766
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,client,0.027802027761936188
org.restlet.Client,org.java_websocket.client.WebSocketClient,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,0.38739100098609924
org.restlet.Client,org.eclipse.californium.core.CoapServer,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,An execution environment for CoAP Resources.,client,server,0.25918909907341003
org.restlet.Client,org.eclipse.californium.core.CoapServer,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,An execution environment for CoAP Resources.,client,server,0.25918909907341003
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,server,0.027802027761936188
org.restlet.Client,org.eclipse.jetty.server.Server,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,server,0.027802027761936188
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,server,0.027802027761936188
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,server,0.027802027761936188
org.restlet.Client,org.restlet.Server,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.9560447931289673
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,server,0.027802027761936188
org.restlet.Client,org.java_websocket.server.WebSocketServer,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.3352092504501343
org.restlet.Client,org.eclipse.californium.core.coap.Request,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.40073302388191223
org.restlet.Client,org.eclipse.californium.core.coap.Request,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.40073302388191223
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,send,0.027802027761936188
org.restlet.Client,org.apache.http.client.methods.HttpPost,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,HTTP POST method.,client,send,0.2645331919193268
org.restlet.Client,org.eclipse.paho.client.mqttv3.MqttMessage,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.28611063957214355
org.restlet.Client,org.eclipse.paho.client.mqttv3.MqttMessage,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.28611063957214355
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,send,0.027802027761936188
org.restlet.Client,javax.xml.soap.SOAPMessage,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.2978391647338867
org.restlet.Client,,Connector acting as a generic client. It internally uses one of the available connector helpers registered with the Restlet engine.,,client,send,0.027802027761936188
,org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",client,client,-0.00044642388820648193
,org.eclipse.californium.core.CoapServer,,An execution environment for CoAP Resources.,client,server,0.04207691177725792
,org.eclipse.californium.core.CoapServer,,An execution environment for CoAP Resources.,client,server,0.04207691177725792
,,,,client,server,1.0
,org.eclipse.jetty.server.Server,,,client,server,1.0
,,,,client,server,1.0
,,,,client,server,1.0
,org.restlet.Server,,Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.010909294709563255
,,,,client,server,1.0
,org.java_websocket.server.WebSocketServer,,WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.00019681453704833984
,org.eclipse.californium.core.coap.Request,,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.07490906864404678
,org.eclipse.californium.core.coap.Request,,"Request represents a CoAP request and has either the CoAP.Type CON or NON and one of the CoAP.Codes GET, POST, PUT or DELETE.",client,send,0.07490906864404678
,,,,client,send,1.0
,org.apache.http.client.methods.HttpPost,,HTTP POST method.,client,send,0.09584734588861465
,org.eclipse.paho.client.mqttv3.MqttMessage,,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.05495014041662216
,org.eclipse.paho.client.mqttv3.MqttMessage,,"An MQTT message holds the application payload and options specifying how the message is to be delivered The message includes a ""payload"" (the body of the message) represented as a byte[].",client,send,0.05495014041662216
,,,,client,send,1.0
,javax.xml.soap.SOAPMessage,,"The root class for all SOAP messages. As transmitted on the ""wire"", a SOAP message is an XML document or a MIME message whose first body part is an XML/SOAP document.",client,send,0.07493661344051361
,,,,client,send,1.0
org.java_websocket.client.WebSocketClient,org.eclipse.californium.core.CoapServer,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",An execution environment for CoAP Resources.,client,server,0.07100078463554382
org.java_websocket.client.WebSocketClient,org.eclipse.californium.core.CoapServer,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",An execution environment for CoAP Resources.,client,server,0.07100078463554382
org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",,client,server,-0.00044642388820648193
org.java_websocket.client.WebSocketClient,org.eclipse.jetty.server.Server,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",,client,server,-0.00044642388820648193
org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",,client,server,-0.00044642388820648193
org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",,client,server,-0.00044642388820648193
org.java_websocket.client.WebSocketClient,org.restlet.Server,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",Connector acting as a generic server. It internally uses one of the available connector helpers registered with the Restlet engine.,client,server,0.3859376311302185
org.java_websocket.client.WebSocketClient,,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",,client,server,-0.00044642388820648193
org.java_websocket.client.WebSocketClient,org.java_websocket.server.WebSocketServer,"The WebSocketClient is an abstract class that expects a valid ""ws://"" URI to connect to.",WebSocketServer is an abstract class that only takes care of the HTTP handshake portion of WebSockets.,client,server,0.7440441846847534
